business_id,name,city,state,postal_code,is_open,categories,avg_stars,avg_useful,avg_funny,avg_cool,total_reviews
utzJv6jAHhsWT3tAz5kesw,Miami Cafe,Philadelphia,PA,19147,0,"Bars, Nightlife, Cuban, Tapas Bars, Restaurants, Lounges",3.14,1.71,0.0,1.43,7
b1VXWgib_UYNmSKDZPN-pQ,Mexican In,Indianapolis,IN,46201,0,"Restaurants, Mexican",3.43,1.57,0.14,0.5700000000000001,7
AlxnbBd2JNkozNvI0OvRLQ,Murph's Bar,Philadelphia,PA,19125,1,"Italian, Dive Bars, Sports Bars, Nightlife, Irish Pub, Restaurants, Bars, Pubs",4.25,1.11,0.59,0.56,324
NXwEDLZjv8dUqbc5g5dCYg,Abunai Poke,Philadelphia,PA,19106,1,"Poke, Food, Restaurants, Hawaiian",3.1,0.6000000000000001,0.15,0.1,20
GYn2pPeu3rwIcWmo1m1nmA,Subway,Philadelphia,PA,19102,0,"Sandwiches, Restaurants, Fast Food",3.2,0.4,0.5,0.30000000000000004,10
paO0ETshl56TNSaEyzm9Cw,Brodo,Philadelphia,PA,19103,0,"Coffee & Tea, Restaurants, Sandwiches, Food, Soup",2.92,1.86,0.25,0.33,36
hoYHhfn4w0mVjI60eHDHzA,Poke Bowl,Philadelphia,PA,19123,0,"Seafood, Poke, Food, Restaurants, Hawaiian",4.01,1.74,0.48,1.11,197
0dfspevYKsugYiU1UVl94Q,Brewerytown Taproom,Philadelphia,PA,19121,0,"Brewpubs, Food, Restaurants, American (Traditional), Breweries",2.83,0.33,0.08,0.17,12
IH_ZeeTh13jQURbh31d1Kw,Bui's,Philadelphia,PA,19195,1,"Restaurants, Vietnamese, Sandwiches, Local Flavor, Food Stands",4.34,1.0,0.45,0.64,105
LlT0_n7AU4C-WBP-I5DkeA,Pizza Hut,Philadelphia,PA,19115,0,"Italian, Chicken Wings, Restaurants, Pizza",1.6300000000000001,0.9500000000000001,0.42,0.42,19
u-8sFq05DQ6PYCR5HiKZ2w,Axis Pizza,Philadelphia,PA,19104,1,"Pizza, Food, Restaurants, Sandwiches, Burgers, Coffee & Tea, Italian",3.06,1.36,0.46,0.33,170
DJJtybSWY0BygESsSrabqg,Texas Wieners,Philadelphia,PA,19145,0,"Breakfast & Brunch, Restaurants, American (Traditional), Burgers, Food, Hot Dogs",3.98,1.26,0.48,0.78,46
luXBhJkuhBAKNCjByulizA,Bagger Dave's Burger Tavern,Indianapolis,IN,46268,0,"Restaurants, Food, American (Traditional), Burgers, Beer, Wine & Spirits",3.08,0.87,0.29,0.21,84
5oARHKPqDvT4x5blRvPjXg,New Tavern Bar,Philadelphia,PA,19104,1,"Venues & Event Spaces, Nightlife, Restaurants, Event Planning & Services, Ethiopian, Bars, American (Traditional), Hookah Bars",3.9,0.1,0.0,0.2,10
vhPDpXoai4T8SJNvDxSd0w,Happy Garden Chinese Restaurant,Indianapolis,IN,46226,0,"Chinese, Restaurants",3.83,1.17,0.0,0.17,6
9V0LMtO1riRw9-pUuG4NFg,Delicia,Indianapolis,IN,46220,1,"Latin American, Caribbean, Breakfast & Brunch, Restaurants, Mexican",4.42,0.86,0.12,0.48,625
4TRaSx4vcKfhm9Jx-heiqg,Cleopatra Cafe,Philadelphia,PA,19104,1,"Cafes, Bars, Restaurants, Hookah Bars, Nightlife, Wine Bars",2.07,2.66,0.54,0.29,59
-CRjqZ4GxZ6lIa_qMj7-yw,Spring Chinese Restaurant,Philadelphia,PA,19104,1,"Chinese, Restaurants",3.28,0.9500000000000001,0.28,0.58,60
lH3a8SaR1NCKk8KbwJpyAw,Romanza Of The Vine,Indianapolis,IN,46239,0,"Italian, Restaurants, Beer, Wine & Spirits, Food",1.35,5.41,1.0,1.12,17
s3Q1J4XEVOBiZy9dYUpqpg,Green Eggs Cafe,Philadelphia,PA,19125,1,"Breakfast & Brunch, Restaurants",3.42,0.91,0.23,0.36,97
3lBooCffgkW7tVSG5kILBA,Porcini,Philadelphia,PA,19103,1,"Restaurants, Italian",3.73,0.8200000000000001,0.12,0.21,321
uIZwBkvWicqyWraXvYOipw,Sbraga,Philadelphia,PA,19146,0,"Restaurants, American (New)",4.18,1.23,0.36,0.68,383
GneLbZUn_GrzMz-GE6KfRg,Wawa Food Markets,Philadelphia,PA,19130,1,"Restaurants, Delis",4.2,0.2,0.4,0.27,15
krTHKI0YOpASr4gz2CVWFw,Cosi,Philadelphia,PA,19102,0,"Restaurants, Sandwiches, Breakfast & Brunch, Salad",2.61,0.8200000000000001,0.85,0.34,61
F2C5ENuY8CXfgoW-gAMdDA,Revolucion,Indianapolis,IN,46203,1,"Bars, Tiki Bars, Restaurants, Nightlife, Mexican",3.65,0.85,0.19,0.44,468
cYU-9JM4x4ra-aCxbgtxfg,Mayfair Pizza,Philadelphia,PA,19136,1,"Restaurants, Pizza",3.64,0.64,0.0,0.0,11
pafrjSu3h0v0N8GR3ghNtQ,Yats,Indianapolis,IN,46220,1,"Cajun/Creole, Restaurants",4.62,0.75,0.23,0.54,613
dE9i43_o-LT55UsWQ9b7ow,Blaze Modern BBQ,Indianapolis,IN,46203,0,"Barbeque, Restaurants",1.86,1.14,0.14,0.0,7
udsU77Rh2wAN7tEOmIUY7w,Binto,Philadelphia,PA,19127,0,"Restaurants, Grocery, Cafes, Food, Thai, Asian Fusion, Vietnamese",3.92,0.92,0.2,0.08,25
Oun4NN-u5yiHIxDqtJnxgA,Federal Donuts,Philadelphia,PA,19147,1,"Restaurants, Korean, American (Traditional), Breakfast & Brunch, Donuts, Food, Coffee & Tea",4.23,2.01,1.23,1.34,556
dsn0I8baOgtiKX0NkeVguA,Burger King,Indianapolis,IN,46219,1,"Restaurants, Burgers, Hot Dogs, Fast Food",2.05,0.62,0.24,0.05,21
TCROPjxfzCZzrQjqLqstSg,Red Cup Cafe & Hookah Lounge,Philadelphia,PA,19123,0,"Coffee & Tea, Hookah Bars, Nightlife, Bars, Food, Restaurants, Cafes",3.91,1.0,0.32,0.33,57
R4V_g8fR2mB6RjvpBjBElw,Greenhouse Cafe,Philadelphia,PA,19107,0,"Event Planning & Services, Sandwiches, Buffets, Restaurants, Convenience Stores, Salad, Caterers, Food, Cafes",3.77,1.85,0.38,0.54,13
7A6m6RcLGBVa-VZikX_LrA,JT's Grille & Bar,Indianapolis,IN,46220,0,"American (Traditional), Bars, Nightlife, Restaurants",3.84,1.16,0.28,0.48,25
IV9Zoou8edeyGZqaUQ2c7Q,Domino's Pizza,Philadelphia,PA,19134,0,"Sandwiches, Restaurants, Pizza, Italian, Chicken Wings",1.77,0.5700000000000001,0.13,0.17,47
cPDX2Y4H0fks-Qj5tfBduA,Tartes Pastry Shop,Philadelphia,PA,19106,1,"Desserts, Bakeries, Food, Restaurants",4.08,1.32,0.55,0.77,189
9c7MUiE6VI8NesjPdj5FkA,Bubblefish,Philadelphia,PA,19107,1,"Restaurants, Sushi Bars, Japanese, Bubble Tea, Taiwanese, Food",4.04,1.06,0.48,0.66,573
hKAh9ngwQ4pLpn8KfP3G_g,Wahoo's Fish Taco,Philadelphia,PA,19104,0,"Restaurants, Tex-Mex, Tacos, Mexican, Seafood",3.35,1.01,0.43,0.52,141
ldr7iDtxFXX-q7tJuXqlGQ,Revolution House,Philadelphia,PA,19106,1,"Pizza, Beer, Wine & Spirits, Food, Nightlife, American (New), Italian, Restaurants, Breakfast & Brunch, Bars, American (Traditional)",3.36,0.76,0.17,0.33,568
dIuZ9SDAkiFzg1yuA8RkeA,Mediterranean Banquet Hall,Philadelphia,PA,19145,1,"Venues & Event Spaces, Wedding Planning, Mediterranean, Party & Event Planning, Food Delivery Services, Restaurants, Caterers, Italian, Event Planning & Services, Food",4.82,1.45,0.09,0.09,11
5A3aImd9cm0luK7C_LrsZQ,Athens on 86th,Indianapolis,IN,46260,1,"Greek, Mediterranean, Restaurants",4.2,0.99,0.15,0.56,142
FOjwOw-8-29YJxIXaN8bIw,Latitude 360,Indianapolis,IN,46250,0,"Nightlife, Arts & Entertainment, Bars, American (New), Arcades, Music Venues, Restaurants",2.61,2.16,0.55,0.4,83
gQCKrqkalAc--4cuW_C_Ow,Tacconelli's Pizzeria,Philadelphia,PA,19134,1,"Pizza, Restaurants",4.1,1.47,0.58,0.7000000000000001,382
7hpUoYdAVToZXwuPRgoqdA,Chapterhouse Café & Gallery,Philadelphia,PA,19147,1,"Restaurants, Food, Coffee & Tea",4.33,1.1,0.46,0.79,491
59JWP6tOxoKIKeMSXcgNFw,Gilben's Bakery,Philadelphia,PA,19150,1,"Sandwiches, Food, Cupcakes, Bakeries, Restaurants",3.88,1.6400000000000001,0.46,0.58,107
oa5h-kz5oFYHBKpasKYXQw,Charlie Gray's Rib Crib,Philadelphia,PA,19144,0,"Barbeque, Restaurants",3.8,2.68,0.68,0.68,50
kfqgGm2hJUj4NXEkkk1qIA,Indianapolis Motor Speedway,Indianapolis,IN,46222,1,"Automotive, Arts & Entertainment, Event Planning & Services, Race Tracks, Stadiums & Arenas, Hotels, Restaurants, Hotels & Travel",4.37,1.8,0.9,1.55,222
KZl-0F4hKwhKSLPmT-A6dw,Star Fusion,Philadelphia,PA,19151,0,"Restaurants, Cafes",3.39,1.0,0.18,0.34,126
umWJbr43SlRhWtYlANMOxA,Burger King,Indianapolis,IN,46203,1,"Restaurants, Fast Food, Burgers",1.62,0.62,0.25,0.12,8
VoIX90UM5jwD7FSMAMCwrw,Johnnie's Italian Restaurant,Philadelphia,PA,19135,1,"Venues & Event Spaces, Italian, Event Planning & Services, Pizza, Seafood, Caterers, Restaurants",3.94,1.56,0.22,0.28,18
sqkFTos0GDwLY6WWQ0Hezg,Yamaki Sushi Bar,Philadelphia,PA,19103,0,"Sushi Bars, Restaurants",3.5,2.32,0.29,0.89,38
S8ZFYEgMejpChID8tzKo9A,Amada,Philadelphia,PA,19106,1,"Spanish, Restaurants, Breakfast & Brunch, Tapas Bars, Iberian",4.17,0.93,0.33,0.54,2162
H-cNdJ7CGHHu0iZZ729NKg,120 West Bar & Grill,Indianapolis,IN,46204,1,"Food, Hotels & Travel, Restaurants, Hotels, American (New), Event Planning & Services",3.55,0.64,0.11,0.30000000000000004,44
OPQWnVzSu70iE26LOaZiJw,Bee Coffee Roasters,Indianapolis,IN,46225,0,"Coffee Roasteries, Coffee & Tea, Local Flavor, Restaurants, Food",4.37,1.22,0.24,0.75,212
G7BQjv3iDfxROkAs-QxRpQ,Puccini's Pizza Pasta-Greenbriar,Indianapolis,IN,46260,1,"Bars, Wine Bars, Pizza, Sandwiches, Nightlife, Gluten-Free, Restaurants, Italian",3.88,0.52,0.11,0.28,149
JzY3UsaDijXuSflzChNSYw,King of Pizza,Philadelphia,PA,19195,0,"Pizza, Restaurants",4.44,0.44,0.5,0.38,16
OoFCe8VbzzCr88SGC08omw,Buk Chon Korean Cuisine,Philadelphia,PA,19106,1,"Korean, Restaurants, Asian Fusion",4.41,1.4,0.29,0.58,226
qaDImxPguQz0jToNYvB1Eg,Café y Chocolate,Philadelphia,PA,19145,1,"Mexican, Restaurants, Vegetarian, Coffee & Tea, Juice Bars & Smoothies, Cafes, Desserts, Bakeries, Food, Breakfast & Brunch",4.55,1.01,0.23,0.61,379
RLtlS9CJlyGU3WIOLHxLwQ,Oishii,Philadelphia,PA,19106,1,"Japanese, Sushi Bars, Ramen, Restaurants",4.36,0.86,0.0,0.29,28
BOUmrR6yo4cjeDJn-l_zFg,Dream House Asian Bistro,Philadelphia,PA,19128,1,"Restaurants, Sushi Bars, Thai, Asian Fusion, Japanese, Chinese",3.08,0.93,0.24,0.15,143
s_RStWu76oxfAPhmqmUMMw,The Yachtsman,Philadelphia,PA,19125,0,"Hawaiian, Dive Bars, Cocktail Bars, Bars, Restaurants, Nightlife",3.52,1.71,0.88,1.08,83
bzgAFmNxvQ7i-YscAiDoDA,Vince's Pizzeria of Fishtown,Philadelphia,PA,19125,1,"Restaurants, Pizza",4.82,0.59,0.05,0.36,22
nr2aVI7hvzybtylgiP0NBw,Subway,Indianapolis,IN,46254,1,"Restaurants, Sandwiches, Breakfast & Brunch, Fast Food, Salad",3.43,0.0,0.14,0.0,7
gL88JSYtb4mMF_F8yI-0Dw,Red Line Frozen Treats,Indianapolis,IN,46237,1,"Desserts, Restaurants, Ice Cream & Frozen Yogurt, Food",4.48,0.78,0.11,0.56,27
mrMNJ_g5qF2PRT7NP-ZLjA,Pho Nam Vietnamese Restaurant,Philadelphia,PA,19120,0,"Vietnamese, Restaurants",4.7,0.65,0.09,0.39,23
CSCm7XPkoz72Ovfa0ugu7Q,Maplewood Nutrition & Dietary Food Shop,Philadelphia,PA,19144,1,"Food, Cosmetics & Beauty Supply, Specialty Food, Shopping, Health Markets, Beauty & Spas, Restaurants, Vegetarian",4.83,0.67,0.0,0.17,6
p1PQZFieSwQVd3PPtuaL8A,Core De Roma,Philadelphia,PA,19147,0,"Restaurants, Italian",4.21,0.92,0.24,0.45,78
eQs2C099CO9S6fH8h7hrrQ,Level One,Indianapolis,IN,46204,1,"American (New), Restaurants",3.31,0.77,0.08,0.31,13
3wg8xiywSGA96DWCF0WOLw,Jimmy G's Steaks,Philadelphia,PA,19123,0,"Cheesesteaks, Food, Restaurants, Steakhouses, Sandwiches",3.78,0.96,0.26,0.63,304
_f3JQU6IXpGmTLaSqGy79g,BRÜ Craft & Wurst,Philadelphia,PA,19107,1,"German, Beer Bar, Food, Bars, Nightlife, Restaurants, Beer, Wine & Spirits, Beer Gardens",3.47,0.75,0.26,0.33,538
oJxsRgj8Un9VAPXpaDuufA,Bank & Bourbon,Philadelphia,PA,19107,1,"Restaurants, Gastropubs, American (New)",3.73,1.12,0.39,0.66,395
Iyopb5uFIBT_HOgp8ipSfw,Le Viet Restaurant,Philadelphia,PA,19147,1,"Vietnamese, Restaurants",3.93,1.52,0.45,0.6900000000000001,338
U0voDyTp7mD1poGc1lTcCw,Pete's Pizza,Philadelphia,PA,19139,1,"Restaurants, Pizza",2.32,0.52,0.58,0.19,31
qtNCq2sRvDFHZK9V8kKYoQ,Master Wok,Philadelphia,PA,19103,0,"Chinese, Restaurants",3.23,1.23,0.32,0.32,22
i-Td9gDwz4xLLYv5soGp9g,Lovash Indian Cart,Philadelphia,PA,19104,1,"Food Trucks, Restaurants, Indian, Food",3.7600000000000002,0.59,0.12,0.24,17
Jke6ajp-22igifbr4Y1Glw,Jersey Mike's Subs,Indianapolis,IN,46256,1,"Restaurants, Sandwiches, Fast Food, Delis",3.3,0.53,0.03,0.27,30
mzJ7BxxhLtm-TD1vyne1yg,Neighborhood Ramen,Philadelphia,PA,19147,1,"Ramen, Japanese, Restaurants",4.16,1.59,0.53,0.73,100
P-wxKPAdWaU7tsCdA5ZfGQ,Saladworks,Philadelphia,PA,19152,1,"Restaurants, Vegetarian, Sandwiches, American (New), Salad, Soup, American (Traditional)",3.65,1.19,0.74,0.74,31
KB-lnnyWsusCPTQ0KhYoaQ,Sakura Japanese Restaurant,Indianapolis,IN,46240,1,"Restaurants, Sushi Bars, Japanese",4.19,0.84,0.18,0.38,408
2COHZRIme4EpwAnmCNuikw,Aroma Indian Cuisine and Bar,Indianapolis,IN,46203,1,"Restaurants, Indian, Nightlife, Bars, Food, Cocktail Bars, Desserts",4.63,1.3,0.06,0.4,115
-UgmhgFa6biagbAXEPpNhA,H. K. Golden Phoenix,Philadelphia,PA,19107,0,"Dim Sum, Restaurants, Chinese",2.45,1.55,1.09,1.5,22
0o8k654DD4h8ywBOXP1GRA,El Purepecha,Philadelphia,PA,19107,1,"Mexican, Restaurants",4.57,1.02,0.23,0.61,247
v6tFMx_fKBcfiBagKb_EIg,Daleng Restaurant,Philadelphia,PA,19139,1,"Restaurants, Cambodian, Thai, Vietnamese, Asian Fusion",4.53,1.58,0.25,0.73,146
wvriWKSdzamGIK0oxZYzmA,Viet Hua Market,Indianapolis,IN,46227,1,"International Grocery, Food, Restaurants",4.36,1.14,0.0,0.21,14
UZjX4I8Yd0rx2BMZy9iV7A,The Point,Indianapolis,IN,46218,1,"Pubs, Bars, Restaurants, Nightlife",3.0,0.2,0.6000000000000001,0.2,5
xWb5Sa5qn945aNjex7PsgA,Red Lobster,Indianapolis,IN,46227,1,"Food, American (Traditional), Desserts, Seafood, Restaurants",3.3,0.61,0.25,0.17,80
o7pgTVJqX2PYWbotk1uMug,Madame Saito - Queen of Sushi,Philadelphia,PA,19147,1,"Japanese, Arts & Crafts, Caterers, Restaurants, Shopping, Event Planning & Services, Cooking Classes",4.67,3.0,0.0,0.8300000000000001,6
sodCONXD2u4ljoK2c_W5OA,Fan's Cafe,Philadelphia,PA,19145,0,"Food, Grocery, Indonesian, Restaurants",4.0,1.83,2.33,0.8300000000000001,6
V6nHZ__onRImXrX0u5Mu8w,Philomena Santucci's Square Pizza,Philadelphia,PA,19135,1,"Chicken Wings, Pizza, Salad, Italian, Restaurants",3.17,0.73,0.25,0.25,48
TjwWB-ET-qmO2-8bfIHMig,Cheu Fishtown,Philadelphia,PA,19125,1,"Restaurants, Noodles, Asian Fusion, Japanese",4.05,1.24,0.45,0.78,255
Eq3vodDwwzNHPr1lM00CKw,Marcos Pizza,Indianapolis,IN,46217,0,"Restaurants, Italian, Pizza",2.77,0.7000000000000001,0.13,0.23,30
X1PtgkkSQ8I4DiGf4BmWnw,The Taco Shop,Indianapolis,IN,46204,0,"Mexican, Restaurants, Tacos",3.64,1.11,0.2,0.48,44
c3j1irGxpIJ-8RmMBnyXxg,Posh Fuel and Food,Philadelphia,PA,19128,1,"Automotive, Gas Stations, Food, Convenience Stores, Restaurants, Cafes",2.33,0.5,0.33,0.0,6
VBBIPqGtWzZRP6pA3F6oHQ,Sarah & Sylvia's Soul Food,Philadelphia,PA,19104,0,"Restaurants, Soul Food",2.8,3.6,1.6,1.0,5
VEJKp3OEePyqnez_GrmamQ,Omega Pizza & Restaurant,Philadelphia,PA,19146,0,"Pizza, Restaurants",2.96,1.16,0.84,0.96,45
kMkQHjDn0RzANz0IiwnP9Q,Pasala Rico,Indianapolis,IN,46278,0,"Mexican, Restaurants",3.2,0.8,0.0,0.0,5
PBjjuAkc9QX2UWMc3RWXQQ,Fiorella's Sausage,Philadelphia,PA,19147,0,"Italian, Food, Specialty Food, Restaurants, Meat Shops, Butcher",4.79,2.62,1.24,1.28,29
xQ2hGUt62iZr5Gc3PrASYg,Pei Wei,Indianapolis,IN,46220,0,"Food, Ethnic Food, Specialty Food, Dim Sum, Korean, Restaurants, Asian Fusion, Fast Food, Gluten-Free, Chinese",3.11,0.88,0.24,0.21,160
RRIJlZUVvz2CkMrDn2UziQ,El Merkury,Philadelphia,PA,19103,1,"Desserts, Restaurants, Gluten-Free, Food, Salvadoran, Latin American, American (Traditional)",4.34,1.72,0.25,0.68,166
b1okJ5qEPCIHbIgQ1NGyXQ,La Mula Terca,Philadelphia,PA,19145,1,"American (New), Restaurants, Tacos, Mexican, Latin American, Vegetarian, New Mexican Cuisine, Breakfast & Brunch",4.61,1.46,0.39,0.85,93
J0_WwhnmqLLR83WArIUdEg,Haute Restaurant & Lounge,Philadelphia,PA,19102,1,"Breakfast & Brunch, American (Traditional), Bars, Lounges, Nightlife, Restaurants",2.7,2.05,0.19,0.51,37
7lOWx72SeKTuUDuW51aYNw,Salvatore's Pizzeria,Philadelphia,PA,19145,0,"Restaurants, Pizza",4.27,0.0,0.09,0.18,11
AM_s1X2fykJN-gVREChtCw,Great China Buffet,Indianapolis,IN,46227,0,"Restaurants, Chinese",2.96,0.26,0.13,0.22,23
zRjUMHQJ5gAmFhcXZtLacA,Vietnam Restaurant,Philadelphia,PA,19107,1,"Vietnamese, Restaurants",3.81,1.1,0.32,0.62,431
jFAj4ZTHKukcEnFZXz2DiA,Hip Hemp Cafe,Philadelphia,PA,19147,1,"Health & Medical, Beauty & Spas, Massage Therapy, Doctors, Desserts, Restaurants, Naturopathic/Holistic, Internet Cafes, Massage, Food, Cafes, Coffee & Tea, Cannabis Dispensaries, Shopping, Vape Shops, Cannabis Clinics, Vitamins & Supplements",4.58,0.8300000000000001,0.0,0.25,12
-vSkeoIujNpKhITwvcYVLw,Starbucks,Indianapolis,IN,46256,0,"Restaurants, Cafes, Coffee & Tea, Food",4.3,0.4,0.0,0.1,10
ZTD_xSBxv07aa5fFsYwTEA,Vito's Pizza & Grill,Philadelphia,PA,19132,1,"Pizza, Restaurants",2.36,0.45,0.27,0.0,11
6f8dXcqMrNPMHm1fXFQQbg,General American Donut Company,Indianapolis,IN,46225,1,"Coffee & Tea, Bakeries, Donuts, American (Traditional), Food, Restaurants, Fast Food",4.0,1.36,0.15,0.49,325
f4XSOzFOQDydPyqavMV7cA,Peet's Coffee & Tea,Philadelphia,PA,19153,1,"Coffee & Tea, Cafes, Restaurants, Food",3.38,0.96,0.62,0.62,26
k9QaQYOU-egM3UpS8daiYA,Spiro's Pizza,Philadelphia,PA,19104,0,"American (Traditional), Breakfast & Brunch, Bars, Pizza, Restaurants, Nightlife, Burgers",1.6400000000000001,1.82,0.5700000000000001,0.11,28
nR-1ohKD30cFOav99SBgNw,Chicago's Fish Chicken Gyro Steak & Lemonade,Indianapolis,IN,46241,1,"Seafood, Restaurants, Chicken Wings, Burgers, Sandwiches, Fish & Chips",4.0,0.71,0.29,0.24,17
hJofmH7_OYwwCGeFVPBSvw,Under the C,Philadelphia,PA,19103,0,"Specialty Food, Restaurants, Food, Thai, Seafood Markets, Seafood",3.93,0.7000000000000001,0.15,0.22,27
rRptbgH0qj8d-rXDXarDlw,Tegry Bistro,Indianapolis,IN,46278,1,"Delis, Restaurants, Japanese, Nightlife, Bars, Sushi Bars, Seafood, Wine Bars, Sandwiches, Asian Fusion",3.9,1.12,0.38,0.63,125
vxhHIIZ-4bZ3vw7c2lH3Ew,Little Caesar's Pizza,Indianapolis,IN,46227,1,"Restaurants, Pizza",2.25,0.75,0.12,0.25,8
LIOHE2PV6BXbEPpQe7wJeg,Panera Bread,Indianapolis,IN,46216,1,"Restaurants, Breakfast & Brunch, Salad, Sandwiches, Food, Soup, Bagels",2.96,0.5700000000000001,0.15,0.43,47
p9LOhswQql09-yPtF4jsZQ,The Whiskey Tango,Philadelphia,PA,19116,0,"Sports Bars, Bars, Arts & Entertainment, Restaurants, American (New), Music Venues, Nightlife",2.7,3.4,2.4,1.1,10
F3erdnNBAF8D1O4Q1GuamA,Red Sake Asian Fusion,Indianapolis,IN,46256,0,"Japanese, Sushi Bars, Restaurants",3.57,1.34,0.14,0.45,56
yzsnQxRDkbUD4AX7RosOhw,Speedy's Pizza,Philadelphia,PA,19154,1,"Pizza, Restaurants",3.56,0.56,0.12,0.12,16
vPX57jOI5aKTnaKBaQmJ9A,Jack's Pizza,Indianapolis,IN,46201,1,"Pizza, Restaurants",2.37,1.26,0.89,0.26,19
5r54nDwOmoq9w3-3ssy6dg,Panera Bread,Indianapolis,IN,46268,1,"Food, Breakfast & Brunch, Salad, Sandwiches, Soup, Restaurants, Bagels",2.2,1.19,0.12,0.49,85
MMmAjGRH4KRXrGbKO9cseA,Sakeya Japanese Restaurant,Philadelphia,PA,19102,0,"Venues & Event Spaces, Bars, Restaurants, Nightlife, Japanese, Event Planning & Services, Lounges",2.96,1.67,0.7000000000000001,1.19,27
OdmHwcMAx01rHMLPzgppeg,Yolis Supermarket,Indianapolis,IN,46217,1,"Mexican, Food, Ethnic Grocery, Grocery, International Grocery, Restaurants",4.58,1.67,0.38,0.5,24
mJ_itjZYQ_OA71q2NaWE4Q,Carangi Baking,Philadelphia,PA,19148,1,"Bakeries, Cafes, Food, Sandwiches, Restaurants, Italian",4.54,1.84,0.49,1.0,37
0m5uP9SGYT7w6liaBROwXw,Ground Up Coffee Shop,Philadelphia,PA,19148,1,"Food, Coffee & Tea, Sandwiches, Bakeries, Restaurants, Breakfast & Brunch, Cafes",4.67,0.54,0.29,0.33,24
sVnNRROaOzoV7FCx7JRjIw,Dairy Queen,Indianapolis,IN,46203,1,"Ice Cream & Frozen Yogurt, Fast Food, Custom Cakes, Restaurants, Food, Burgers",3.75,0.54,0.11,0.32,28
HRImZ4HeqDJQ5hxSMMlW6w,Machismo Burrito Bar,Philadelphia,PA,19127,0,"Restaurants, Caterers, Local Flavor, Mexican, Event Planning & Services",3.43,0.6900000000000001,0.36,0.58,112
YRw-uBpdzRZngN6zzoC4WA,Hurricane Alley,Philadelphia,PA,19147,0,"Nightlife, Breakfast & Brunch, Cocktail Bars, Bars, Southern, Restaurants",3.71,0.79,0.14,0.79,14
4wB62VoyxfZozMFby6HmQw,La Guanaquita,Indianapolis,IN,46226,0,"Mexican, Salvadoran, Latin American, Restaurants",3.0,0.62,0.12,0.0,8
aaqm5vJvVj3vyMeGwPqxEw,Side of the Road Jerk Chicken,Philadelphia,PA,19138,1,"Food Trucks, Local Flavor, Food, Restaurants, Barbeque, Food Stands",3.94,1.25,0.38,0.58,53
QzFEjzRuC3C6XNSsfVM33g,Lechonera Principe,Philadelphia,PA,19122,0,"Restaurants, Barbeque",4.64,0.64,0.0,0.36,11
Et5_maoRY_BEJRmDfx6ynA,Prince Pizza II,Philadelphia,PA,19111,1,"Restaurants, Pizza",2.45,0.55,0.27,0.18,11
ZVu9TDpTvIgCN8x6IY-KmA,Oregon Diner,Philadelphia,PA,19148,1,"Restaurants, Bakeries, Diners, Food",3.42,0.98,0.44,0.49,218
0MqOEmf84nhurrynm-_rtQ,Token,Philadelphia,PA,19123,0,"Fast Food, Restaurants",3.6,0.2,0.0,0.0,5
n5TNfoXg1i8wX5R3iY4WUA,Cinder Copper & Lace,Philadelphia,PA,19102,0,"Beer, Wine & Spirits, Beer Bar, Pizza, Restaurants, Italian, Nightlife, Bars, Salad, Food, Breakfast & Brunch",3.67,1.3800000000000001,0.43,0.77,161
lU8TnePBqMrWxo9BKAThGA,Three Kingdoms,Philadelphia,PA,19127,0,"Szechuan, Chinese, Restaurants",3.75,1.0,0.0,0.08,12
iiHWdMjPZhQPTC86p86X9Q,Jembatan 5,Philadelphia,PA,19147,1,"Indonesian, Restaurants",4.7,0.86,0.16,0.48,63
bKNULviFM4ayuSwq809DIA,Shanks Original,Philadelphia,PA,19147,1,"Breakfast & Brunch, Sandwiches, Restaurants, Cheesesteaks",3.49,0.93,0.36,0.39,136
z866E3X7MDdFWVQ5F_3EBA,Dixie Picnic,Philadelphia,PA,19107,0,"Sandwiches, Restaurants, Breakfast & Brunch, Food, American (New), Cupcakes",4.16,0.5,0.05,0.11,38
HB0bVCvQxXCBJkRZOQed3A,Eddy's Sports Pub,Indianapolis,IN,46216,1,"Pizza, Nightlife, Pubs, American (New), Sports Bars, Bars, Restaurants",2.67,0.63,0.07,0.22,27
YqmClmk7oLcDzPWKHzgA-Q,South Philadelphia Tap Room,Philadelphia,PA,19145,1,"Breakfast & Brunch, Bars, Nightlife, Restaurants, Gastropubs, Pubs",4.03,1.05,0.43,0.64,569
Asmb4M2UzQCU80YkEHRUwg,The Pizza Joint,Indianapolis,IN,46224,0,"Food Delivery Services, Pizza, Restaurants, Food, Sandwiches, American (Traditional)",3.86,0.71,0.07,0.29,14
PgPLpYOKrqHTh5tBG311Ng,Ocean Prime,Indianapolis,IN,46240,1,"Seafood, American (Traditional), Nightlife, Restaurants, Lounges, Bars, American (New), Steakhouses",4.19,0.88,0.1,0.56,339
0CSiz9Q_xuZ9YNq8KLRcSg,Angela's Pizza,Philadelphia,PA,19115,1,"Restaurants, Pizza",3.83,1.04,0.22,0.22,23
Ngj7uN4Sk893rcRfi_K6QA,Iron Sheet Royal Grill,Indianapolis,IN,46254,0,"Restaurants, Chinese",3.0,2.5,0.33,0.89,18
aUoMG97DMJG4nmwhT6z1zA,Devon Seafood Grill,Philadelphia,PA,19103,1,"Bars, Restaurants, Nightlife, Seafood",3.65,0.65,0.19,0.34,1219
